virus	virusid	host	hostid	coronavirus
caprine arthritis encephalitis virus	3436532	capreolus capreolus	3434013	0
caprine arthritis encephalitis virus	3436532	cervus elaphus	3434017	0
caprine arthritis encephalitis virus	3436532	dama dama	3445619	0
caprine arthritis encephalitis virus	3436532	hemitragus jemlahicus	3455259	0
caprine arthritis encephalitis virus	3436532	oreamnos americanus	3451559	0
caprine arthritis encephalitis virus	3436532	ovis aries	3434136	0
caprine gammaherpesvirus 2	3611160	alces alces	3434005	0
caprine gammaherpesvirus 2	3611160	alces americanus	4250465	0
caprine gammaherpesvirus 2	3611160	bos javanicus	3434098	0
caprine gammaherpesvirus 2	3611160	bubalus bubalis	3546118	0
caprine gammaherpesvirus 2	3611160	capra hircus	3434115	0
caprine gammaherpesvirus 2	3611160	capra ibex	3516084	0
caprine gammaherpesvirus 2	3611160	capreolus capreolus	3434013	0
caprine gammaherpesvirus 2	3611160	cervus nippon	3434021	0
caprine gammaherpesvirus 2	3611160	odocoileus virginianus	3434038	0
caprine gammaherpesvirus 2	3611160	pudu puda	3637184	0
caprine gammaherpesvirus 2	3611160	rusa alfredi	24652600	0
caprine kobuvirus	26745717	capreolus capreolus	3434013	0
caprine lentivirus	3642667	capra hircus	3434115	0
capuchin monkey polyomavirus	4180253	sapajus apella	3433426	0
caraparu orthobunyavirus	3663424	homo sapiens	3433574	0
caraparu orthobunyavirus	3663424	sapajus apella	3433426	0
cardamones virus	26302920	homo sapiens	3433574	0
cardamones virus	26302920	rattus exulans	3451529	0
cardamones virus	26302920	rattus norvegicus	3434405	0
cardioderma bat coronavirus/kenya/ky43/2006	4243084	cardioderma cor	3734451	1
cardiovirus a	25911107	apodemus sylvaticus	3434424	0
cardiovirus a	25911107	babyrousa babyrussa	3463276	0
cardiovirus a	25911107	cavia porcellus	3434442	0
cardiovirus a	25911107	chlorocebus aethiops	3433463	0
cardiovirus a	25911107	cricetulus griseus	3434272	0
cardiovirus a	25911107	dendrolagus goodfellowi	3510323	0
cardiovirus a	25911107	glis glis	3462318	0
cardiovirus a	25911107	hexaprotodon liberiensis	3489546	0
cardiovirus a	25911107	homo sapiens	3433574	0
cardiovirus a	25911107	hystrix africaeaustralis	3434436	0
cardiovirus a	25911107	hystrix cristata	3434434	0
cardiovirus a	25911107	leggadina lakedownensis	3532644	0
cardiovirus a	25911107	lemur catta	3433321	0
cardiovirus a	25911107	loxodonta africana	3433889	0
cardiovirus a	25911107	loxodonta cyclotis	3564065	0
cardiovirus a	25911107	mandrillus sphinx	3433506	0
cardiovirus a	25911107	marmota himalayana	3552840	0
cardiovirus a	25911107	mesocricetus auratus	3434286	0
cardiovirus a	25911107	microtus arvalis	3472720	0
cardiovirus a	25911107	mus booduga	3441153	0
cardiovirus a	25911107	mus musculus	3434366	0
cardiovirus a	25911107	myocastor coypus	3434472	0
cardiovirus a	25911107	pan paniscus	3433556	0
cardiovirus a	25911107	pan troglodytes	3433558	0
cardiovirus a	25911107	panthera leo	3433712	0
cardiovirus a	25911107	panthera tigris	3433721	0
cardiovirus a	25911107	papio hamadryas	3433504	0
cardiovirus a	25911107	rattus norvegicus	3434405	0
cardiovirus a	25911107	rattus rattus	3434407	0
cardiovirus a	25911107	saimiri sciureus	3433437	0
cardiovirus a	25911107	sus scrofa	3433956	0
cardiovirus a	25911107	tamiasciurus hudsonicus	3434241	0
cardiovirus a	25911107	tapirus indicus	3433919	0
cardiovirus a	25911107	tapirus terrestris	3433917	0
cardiovirus b	3674919	apodemus sylvaticus	3434424	0
cardiovirus b	3674919	homo sapiens	3433574	0
cardiovirus b	3674919	mus musculus	3434366	0
cardiovirus b	3674919	myodes glareolus	3891106	0
cardiovirus b	3674919	rattus norvegicus	3434405	0
cardiovirus c	27521097	rattus norvegicus	3434405	0
carnivore amdoparvovirus 1	25911109	genetta genetta	3554680	0
carnivore amdoparvovirus 1	25911109	lontra canadensis	3523533	0
carnivore amdoparvovirus 1	25911109	lutra lutra	3433657	0
carnivore amdoparvovirus 1	25911109	martes foina	3433660	0
carnivore amdoparvovirus 1	25911109	martes martes	3443307	0
carnivore amdoparvovirus 1	25911109	meles meles	3433666	0
carnivore amdoparvovirus 1	25911109	mephitis mephitis	3445645	0
carnivore amdoparvovirus 1	25911109	mustela lutreola	3433674	0
carnivore amdoparvovirus 1	25911109	mustela putorius	3433676	0
carnivore amdoparvovirus 1	25911109	neovison vison	3895726	0
carnivore amdoparvovirus 1	25911109	procyon lotor	3433651	0
carnivore amdoparvovirus 1	25911109	vulpes lagopus	3932989	0
carnivore amdoparvovirus 2	26552469	urocyon cinereoargenteus	3486340	0
carnivore amdoparvovirus 3	27305904	nyctereutes procyonoides	3451573	0
carnivore bocaparvovirus 1	3784819	canis lupus	3433580	0
carnivore bocaparvovirus 1	3784819	canis lupus familiaris	3433584	0
carnivore bocaparvovirus 3	26318076	felis catus	3433706	0
carnivore bocaparvovirus 3	26318076	macaca mulatta	3433483	0
carnivore bocaparvovirus 3	26318076	zalophus californianus	3433737	0
carnivore bocaparvovirus 4	26747773	felis catus	3433706	0
carnivore protoparvovirus 1	25911279	acinonyx jubatus	3448402	0
carnivore protoparvovirus 1	25911279	ailuropoda melanoleuca	3433636	0
carnivore protoparvovirus 1	25911279	ailurus fulgens	3433641	0
carnivore protoparvovirus 1	25911279	canis adustus	3509500	0
carnivore protoparvovirus 1	25911279	canis aureus	3509501	0
carnivore protoparvovirus 1	25911279	canis latrans	3433582	0
carnivore protoparvovirus 1	25911279	canis lupus	3433580	0
carnivore protoparvovirus 1	25911279	canis lupus familiaris	3433584	0
carnivore protoparvovirus 1	25911279	canis mesomelas	3509503	0
carnivore protoparvovirus 1	25911279	canis rufus	3470113	0
carnivore protoparvovirus 1	25911279	canis simensis	3448398	0
carnivore protoparvovirus 1	25911279	chrysocyon brachyurus	3509507	0
carnivore protoparvovirus 1	25911279	crocuta crocuta	3433694	0
carnivore protoparvovirus 1	25911279	eumetopias jubatus	3451585	0
carnivore protoparvovirus 1	25911279	felis catus	3433706	0
carnivore protoparvovirus 1	25911279	felis nigripes	3497555	0
carnivore protoparvovirus 1	25911279	felis silvestris	3433704	0
carnivore protoparvovirus 1	25911279	genetta genetta	3554680	0
carnivore protoparvovirus 1	25911279	gulo gulo	3474741	0
carnivore protoparvovirus 1	25911279	herpestes ichneumon	3433731	0
carnivore protoparvovirus 1	25911279	leopardus colocolo	3497598	0
carnivore protoparvovirus 1	25911279	leopardus geoffroyi	3472029	0
carnivore protoparvovirus 1	25911279	leopardus pardalis	3448404	0
carnivore protoparvovirus 1	25911279	leopardus tigrinus	3472027	0
carnivore protoparvovirus 1	25911279	leopardus wiedii	3497557	0
carnivore protoparvovirus 1	25911279	leptailurus serval	3497596	0
carnivore protoparvovirus 1	25911279	lontra canadensis	3523533	0
carnivore protoparvovirus 1	25911279	lycaon pictus	3433594	0
carnivore protoparvovirus 1	25911279	lynx lynx	3438160	0
carnivore protoparvovirus 1	25911279	lynx pardinus	3663059	0
carnivore protoparvovirus 1	25911279	lynx rufus	3497561	0
carnivore protoparvovirus 1	25911279	martes foina	3433660	0
carnivore protoparvovirus 1	25911279	meles meles	3433666	0
carnivore protoparvovirus 1	25911279	mellivora capensis	3433670	0
carnivore protoparvovirus 1	25911279	mephitis mephitis	3445645	0
carnivore protoparvovirus 1	25911279	mustela lutreola	3433674	0
carnivore protoparvovirus 1	25911279	mustela putorius	3433676	0
carnivore protoparvovirus 1	25911279	nasua nasua	3433645	0
carnivore protoparvovirus 1	25911279	neovison vison	3895726	0
carnivore protoparvovirus 1	25911279	nyctereutes procyonoides	3451573	0
carnivore protoparvovirus 1	25911279	otocyon megalotis	3433598	0
carnivore protoparvovirus 1	25911279	paguma larvata	3433688	0
carnivore protoparvovirus 1	25911279	panthera leo	3433712	0
carnivore protoparvovirus 1	25911279	panthera onca	3433714	0
carnivore protoparvovirus 1	25911279	panthera pardus	3433716	0
carnivore protoparvovirus 1	25911279	panthera tigris	3433721	0
carnivore protoparvovirus 1	25911279	panthera uncia	3443305	0
carnivore protoparvovirus 1	25911279	paradoxurus hermaphroditus	3513487	0
carnivore protoparvovirus 1	25911279	prionailurus bengalensis	3455012	0
carnivore protoparvovirus 1	25911279	prionailurus iriomotensis	3455014	0
carnivore protoparvovirus 1	25911279	procyon lotor	3433651	0
carnivore protoparvovirus 1	25911279	puma concolor	3433725	0
carnivore protoparvovirus 1	25911279	puma yagouaroundi	25996844	0
carnivore protoparvovirus 1	25911279	urocyon cinereoargenteus	3486340	0
carnivore protoparvovirus 1	25911279	urocyon littoralis	3710690	0
carnivore protoparvovirus 1	25911279	ursus americanus	3433630	0
carnivore protoparvovirus 1	25911279	ursus arctos	3433632	0
carnivore protoparvovirus 1	25911279	viverricula indica	3554692	0
carnivore protoparvovirus 1	25911279	vulpes lagopus	3932989	0
carnivore protoparvovirus 1	25911279	vulpes macrotis	3433608	0
carnivore protoparvovirus 1	25911279	vulpes velox	3433610	0
carnivore protoparvovirus 1	25911279	vulpes vulpes	3433604	0
carollia perspicillata polyomavirus 1	27629007	carollia perspicillata	3460457	0
carrizal virus	4250804	peromyscus megalops	3778506	0
carrizal virus	4250804	reithrodontomys sumichrasti	3545470	0
catacamas virus	3797990	oryzomys couesi	3633910	0
catu orthobunyavirus	22681423	homo sapiens	3433574	0
caviid betaherpesvirus 2	3449617	cavia porcellus	3434442	0
cedar henipavirus	27240946	pteropus poliocephalus	3433247	0
cercocebus agilis cytomegalovirus 1	3750460	cercocebus agilis	3720461	0
cercopithecine alphaherpesvirus 2	3434751	chlorocebus aethiops	3433463	0
cercopithecine alphaherpesvirus 2	3434751	papio cynocephalus	3433502	0
cercopithecine alphaherpesvirus 9	3452128	chlorocebus aethiops	3433463	0
cercopithecine alphaherpesvirus 9	3452128	chlorocebus pygerythrus	3496402	0
cercopithecine alphaherpesvirus 9	3452128	erythrocebus patas	3433471	0
cercopithecine alphaherpesvirus 9	3452128	gorilla gorilla	3433550	0
cercopithecine alphaherpesvirus 9	3452128	macaca fascicularis	3433477	0
cercopithecine alphaherpesvirus 9	3452128	macaca mulatta	3433483	0
cercopithecine alphaherpesvirus 9	3452128	macaca nemestrina	3433485	0
cercopithecine alphaherpesvirus 9	3452128	trachypithecus cristatus	3599973	0
cercopithecine betaherpesvirus 5	3477917	chlorocebus aethiops	3433463	0
cercopithecine betaherpesvirus 5	3477917	chlorocebus pygerythrus	3496402	0
cercopithecine betaherpesvirus 5	3477917	homo sapiens	3433574	0
cercopithecine betaherpesvirus 5	3477917	mandrillus leucophaeus	3433516	0
cercopithecine betaherpesvirus 5	3477917	papio ursinus	3453707	0
cercopithecine herpesvirus 3	3645182	chlorocebus aethiops	3433463	0
cercopithecus campbelli adenovirus	1916691	cercopithecus campbelli	3760947	0
cercopithecus cephus cytomegalovirus 1	3765565	cercopithecus cephus	3433465	0
cercopithecus diana adenovirus	1916692	cercopithecus diana	3453698	0
cercopithecus erythrotis polyomavirus 1	27509057	cercopithecus erythrotis	3640115	0
cercopithecus kandti cytomegalovirus	27495294	cercopithecus kandti	25933997	0
cercopithecus kandti lymphocryptovirus	27721065	cercopithecus kandti	25933997	0
cercopithecus kandti rhadinovirus	27495296	cercopithecus kandti	25933997	0
cervid alphaherpesvirus 1	3529209	capreolus capreolus	3434013	0
cervid alphaherpesvirus 1	3529209	cervus elaphus	3434017	0
cervid alphaherpesvirus 1	3529209	dama dama	3445619	0
cervid alphaherpesvirus 1	3529209	oryx leucoryx	3459038	0
cervid alphaherpesvirus 2	3817273	capreolus capreolus	3434013	0
cervid alphaherpesvirus 2	3817273	cervus elaphus	3434017	0
cervid alphaherpesvirus 2	3817273	rangifer tarandus	3434031	0
cervid alphaherpesvirus 2	3817273	rupicapra rupicapra	3451551	0
cervid herpesvirus 3	27808586	rangifer tarandus	3434031	0
cervine adenovirus	3800073	alces alces	3434005	0
cervine adenovirus	3800073	cervus elaphus	3434017	0
cervine adenovirus	3800073	odocoileus hemionus	3434034	0
cervine adenovirus	3800073	odocoileus virginianus	3434038	0
cetacea gammaherpesvirus	3812136	grampus griseus	3535798	0
cetacea gammaherpesvirus	3812136	kogia sima	3433827	0
cetacea gammaherpesvirus	3812136	mesoplodon densirostris	3475259	0
cetacea gammaherpesvirus	3812136	tursiops truncatus	3433804	0
cetacean morbillivirus	3454019	balaena mysticetus	3441028	0
cetacean morbillivirus	3454019	balaenoptera physalus	3433860	0
cetacean morbillivirus	3454019	delphinapterus leucas	3433821	0
cetacean morbillivirus	3454019	delphinus capensis	3570974	0
cetacean morbillivirus	3454019	delphinus delphis	3433784	0
cetacean morbillivirus	3454019	globicephala macrorhynchus	3457063	0
cetacean morbillivirus	3454019	globicephala melas	3433788	0
cetacean morbillivirus	3454019	grampus griseus	3535798	0
cetacean morbillivirus	3454019	indopacetus pacificus	3690832	0
cetacean morbillivirus	3454019	lagenorhynchus albirostris	3441044	0
cetacean morbillivirus	3454019	monachus monachus	3713898	0
cetacean morbillivirus	3454019	peponocephala electra	3570997	0
cetacean morbillivirus	3454019	phoca vitulina	3433768	0
cetacean morbillivirus	3454019	phocoena phocoena	3433810	0
cetacean morbillivirus	3454019	phocoena spinipinnis	3441052	0
cetacean morbillivirus	3454019	physeter catodon	3433831	0
cetacean morbillivirus	3454019	sotalia guianensis	3793275	0
cetacean morbillivirus	3454019	stenella coeruleoalba	3433800	0
cetacean morbillivirus	3454019	stenella longirostris	3433798	0
cetacean morbillivirus	3454019	tursiops aduncus	3529011	0
cetacean morbillivirus	3454019	tursiops truncatus	3433804	0
cetacean morbillivirus	3454019	ursus maritimus	3443313	0
cetacean morbillivirus	3454019	ziphius cavirostris	3433841	0
cetacean poxvirus 1	3775757	balaena mysticetus	3441028	0
cetacean poxvirus 1	3775757	delphinus delphis	3433784	0
cetacean poxvirus 1	3775757	phocoena phocoena	3433810	0
cetacean poxvirus 1	3775757	stenella coeruleoalba	3433800	0
cetacean poxvirus 1	3775757	steno bredanensis	3470823	0
cetacean poxvirus 1	3775757	tursiops aduncus	3529011	0
cetacean poxvirus 1	3775757	tursiops truncatus	3433804	0
cetacean poxvirus 2	3774939	balaena mysticetus	3441028	0
cetacean poxvirus 2	3774939	eubalaena australis	3634096	0
chaerephon bat coronavirus/kenya/ky22/2006	4243091	chaerephon pumilus	3708738	1
chaerephon bat coronavirus/kenya/ky22/2006	4243091	eidolon helvum	3524418	1
chaerephon bat coronavirus/kenya/ky22/2006	4243091	epomophorus gambianus	3823262	1
chaerephon bat coronavirus/kenya/ky22/2006	4243091	megaloglossus woermanni	3491747	1
chaerephon bat coronavirus/kenya/ky22/2006	4243091	micropteropus pusillus	3524457	1
chaerephon bat coronavirus/kenya/ky22/2006	4243091	mops condylurus	3723809	1
chaerephon bat coronavirus/kenya/ky22/2006	4243091	scotophilus leucogaster	3714639	1
chaerephon bat coronavirus/kenya/ky41/2006	4243085	chaerephon pumilus	3708738	1
chagres virus	4022304	homo sapiens	3433574	0
chalinolobus gouldii alphacoronavirus	2687252	chalinolobus gouldii	3723835	1
chalinolobus morio alphacoronavirus	2687255	chalinolobus morio	3478029	1
chandipura vesiculovirus	3436205	bos taurus	3434101	0
chandipura vesiculovirus	3436205	capra hircus	3434115	0
chandipura vesiculovirus	3436205	homo sapiens	3433574	0
chandipura vesiculovirus	3436205	ovis aries	3434136	0
changuinola virus	22681827	bradypus variegatus	3433160	0
changuinola virus	22681827	choloepus didactylus	3441147	0
changuinola virus	22681827	choloepus hoffmanni	3433164	0
changuinola virus	22681827	hylaeamys megacephalus	3545464	0
chapare mammarenavirus	3937512	homo sapiens	3433574	0
cheetah astrovirus 1	3958925	acinonyx jubatus	3448402	0
cheirogaleid herpesvirus 1	27696877	microcebus murinus	3445720	0
cheirogaleid herpesvirus 2	27696879	microcebus murinus	3445720	0
chicken anemia virus	3437778	felis catus	3433706	0
chicken anemia virus	3437778	homo sapiens	3433574	0
chicken astrovirus	3791609	homo sapiens	3433574	0
chikungunya virus	3455173	cercopithecus ascanius	3453696	0
chikungunya virus	3455173	chlorocebus aethiops	3433463	0
chikungunya virus	3455173	chlorocebus pygerythrus	3496402	0
chikungunya virus	3455173	galago senegalensis	3433345	0
chikungunya virus	3455173	homo sapiens	3433574	0
chikungunya virus	3455173	macaca fascicularis	3433477	0
chikungunya virus	3455173	macaca mulatta	3433483	0
chikungunya virus	3455173	macaca nemestrina	3433485	0
chikungunya virus	3455173	mandrillus sphinx	3433506	0
chikungunya virus	3455173	pan troglodytes	3433558	0
chikungunya virus	3455173	papio ursinus	3453707	0
chim orthonairovirus	22682669	rhombomys opimus	3658089	0
chimpanzee adenovirus	3767266	pan paniscus	3433556	0
chimpanzee anellovirus	26205628	pan troglodytes	3433558	0
chimpanzee associated circovirus 1	1959759	pan troglodytes	3433558	0
chimpanzee associated cyclovirus 1	2051672	pan troglodytes	3433558	0
chimpanzee cyclovirus	26205622	pan troglodytes	3433558	0
chimpanzee papillomavirus	3673665	pan paniscus	3433556	0
chimpanzee papillomavirus	3673665	pan troglodytes	3433558	0
chimpanzee polyomavirus	3762889	pan troglodytes	3433558	0
chimpanzee smacovirus	26205624	pan troglodytes	3433558	0
china rattus coronavirus hku24	27332472	rattus norvegicus	3434405	1
chinese bamboo rat coronavirus guangxi/b305/2005	3886551	rhizomys sinensis	3621214	1
chinese ferret badger coronavirus guangxi/f247/2006	3886552	melogale moschata	3674495	1
chinese ferret badger coronavirus guangxi/f250/2006	3886553	melogale moschata	3674495	1
chipapillomavirus 1	26202622	canis lupus familiaris	3433584	0
